"code","quest","level","path","trigger","namespaced","cumulative","drivesState","prereqs","ownCmds","nestedTriggers","posKind","posSrc","x","y","z","entity","posLevel","fireable","unresolvedArrays","file"
"M01","prepadeni","trosecko","prepadeni.stopFormation","stopFormation","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/prepadeni/hibernovana_cast.xml"
"M01","prepadeni","trosecko","prepadeni.cutsceneProfiling_bergowRiders_part_2","cutsceneProfiling_bergowRiders_part_2","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/prepadeni/hibernovana_cast/vyjednavani_s_bergovovymi_muzi.xml"
"M01","prepadeni","trosecko","prepadeni.06_dinner","06_dinner","False","True","True","1","0","0","none","","","","","","","False","","Barbora/trosecko/prepadeni/hibernovana_cast/tabor.xml"
"M01","prepadeni","trosecko","prepadeni.cutsceneProfiling_bergowRiders_part_1","cutsceneProfiling_bergowRiders_part_1","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/prepadeni/hibernovana_cast/jizda_s_ptackem/spusteni_cutsceny.xml"
"M01","prepadeni","trosecko","prepadeni.skipCombatTutorial","skipCombatTutorial","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/prepadeni/hibernovana_cast/tabor/serm_s_ptackem.xml"
"M01","prepadeni","trosecko","prepadeni.05_getRing","05_getRing","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/prepadeni/hibernovana_cast/tabor/quest_itemy.xml"
"M01","prepadeni","trosecko","prepadeni.misky_s_jidlem.stream","stream","True","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/prepadeni/hibernovana_cast/tabor/misky_s_jidlem.xml"
"M01","prepadeni","trosecko","prepadeni.equipArmor","equipArmor","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/prepadeni/hibernovana_cast/tabor/quest_itemy/haste_equip_armor.xml"
"M01","prepadeni","trosecko","prepadeni.showCounter","showCounter","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/prepadeni/hibernovana_cast/tabor/serm_s_ptackem/duel_ptacek_vs_jindrich/pocitani_zasahu.xml"
"M02","zachrana","trosecko","zachrana.xxxSubtitles_hagPtacek1","xxxSubtitles_hagPtacek1","False","True","False","0","3","3","none","","","","","","","False","","Barbora/trosecko/zachrana/disappearing_subtitles_repro.xml"
"M02","zachrana","trosecko","zachrana.xxxSubtitles_hagPtacek2","xxxSubtitles_hagPtacek2","False","True","False","0","1","1","none","","","","","","","False","","Barbora/trosecko/zachrana/disappearing_subtitles_repro.xml"
"M02","zachrana","trosecko","zachrana.xxxSubtitles_hagPtacek3","xxxSubtitles_hagPtacek3","False","False","False","0","1","0","none","","","","","","","False","","Barbora/trosecko/zachrana/disappearing_subtitles_repro.xml"
"M02","zachrana","trosecko","zachrana.xxxSubtitles1","xxxSubtitles1","False","True","False","0","3","3","none","","","","","","","False","","Barbora/trosecko/zachrana/disappearing_subtitles_repro.xml"
"M02","zachrana","trosecko","zachrana.xxxSubtitles2","xxxSubtitles2","False","False","False","0","1","0","ent","own","","","","palceholder_herbs_1","","False","","Barbora/trosecko/zachrana/disappearing_subtitles_repro.xml"
"M02","zachrana","trosecko","zachrana.xxxSubtitles3","xxxSubtitles3","False","False","False","0","1","0","ent","own","","","","zachrana_hagGoSit","","False","","Barbora/trosecko/zachrana/disappearing_subtitles_repro.xml"
"M02","zachrana","trosecko","zachrana.chairPermanent","chairPermanent","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/zidle_u_henryho_postele.xml"
"M02","zachrana","trosecko","zachrana._init","_init","False","True","True","2","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hastes.xml"
"M02","zachrana","trosecko","zachrana._init_skipWalkWithPtacek","_init_skipWalkWithPtacek","False","True","True","2","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hastes.xml"
"M02","zachrana","trosecko","zachrana._init_skipWalkWithPtacekAndDialog","_init_skipWalkWithPtacekAndDialog","False","True","True","2","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hastes.xml"
"M02","zachrana","trosecko","zachrana.completeQuest","completeQuest","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hastes.xml"
"M02","zachrana","trosecko","zachrana.endPreviousQuest","endPreviousQuest","False","True","False","1","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hastes.xml"
"M02","zachrana","trosecko","zachrana.endQuest","endQuest","False","True","False","4","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hastes.xml"
"M02","zachrana","trosecko","zachrana.streamHag","streamHag","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hibernace/cutsceny_na_zacatku_questu.xml"
"M02","zachrana","trosecko","zachrana.zachranaAssault","zachranaAssault","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hibernace/leceni_ptacka__druhy_den.xml"
"M02","zachrana","trosecko","zachrana.zachranaTretiDen","zachranaTretiDen","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hibernace/treti_den.xml"
"M02","zachrana","trosecko","zachrana._init_gamescom","_init_gamescom","False","True","True","2","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hastes/haste_gamescon.xml"
"M02","zachrana","trosecko","zachrana.gamescom_stats","gamescom_stats","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hastes/haste_gamescon.xml"
"M02","zachrana","trosecko","zachrana.PatchFix_1_1","PatchFix_1_1","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hibernace/cutsceny_na_zacatku_questu/cin_m0210t_zachrana__fall_dream.xml"
"M02","zachrana","trosecko","zachrana.cestaPoBrehuh","cestaPoBrehuh","False","True","True","1","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hibernace/cutsceny_na_zacatku_questu/cesta_po_brehu.xml"
"M02","zachrana","trosecko","zachrana.walkWIthPtacek_end","walkWIthPtacek_end","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hibernace/cutsceny_na_zacatku_questu/cesta_po_brehu.xml"
"M02","zachrana","trosecko","zachrana.predaniLektvaru","predaniLektvaru","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hibernace/leceni_ptacka__druhy_den/alchemy_tutorial.xml"
"M02","zachrana","trosecko","zachrana.fakeIPL_OFF","fakeIPL_OFF","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hibernace/treti_den/ipl_overlay.xml"
"M02","zachrana","trosecko","zachrana.fakeIPL_ON","fakeIPL_ON","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hibernace/treti_den/ipl_overlay.xml"
"M02","zachrana","trosecko","zachrana.firstChat","firstChat","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hibernace/cutsceny_na_zacatku_questu/cesta_po_brehu/placeholder_testing_chat.xml"
"M02","zachrana","trosecko","zachrana.FourtChat","FourtChat","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hibernace/cutsceny_na_zacatku_questu/cesta_po_brehu/placeholder_testing_chat.xml"
"M02","zachrana","trosecko","zachrana.secondChat","secondChat","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hibernace/cutsceny_na_zacatku_questu/cesta_po_brehu/placeholder_testing_chat.xml"
"M02","zachrana","trosecko","zachrana.ThirdChat","ThirdChat","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hibernace/cutsceny_na_zacatku_questu/cesta_po_brehu/placeholder_testing_chat.xml"
"M02","zachrana","trosecko","zachrana.zachrana_afterStartingDialog","zachrana_afterStartingDialog","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hibernace/leceni_ptacka__druhy_den/druhy_den__rano/s_babkou__zadani_obvazu__jidla__umyti_se.xml"
"M02","zachrana","trosecko","zachrana.giveKytky","giveKytky","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hibernace/leceni_ptacka__druhy_den/hledani_bylin/haste_kytky.xml"
"M02","zachrana","trosecko","zachrana.UnlockAlchemyRecipe","UnlockAlchemyRecipe","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hibernace/leceni_ptacka__druhy_den/alchemy_tutorial/alchemy_tutorial.xml"
"M02","zachrana","trosecko","zachrana.goToSleep_activate","goToSleep_activate","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/zachrana/hibernace/leceni_ptacka__druhy_den/alchemy_tutorial/hrac_jde_spat.xml"
"M03","socky","trosecko","socky.endQuestAndStartOpenWorld","endQuestAndStartOpenWorld","False","True","True","1","0","0","none","","","","","","","False","","Barbora/trosecko/socky.xml"
"M03","socky","trosecko","socky.skillteacher_enable_tvid_huntsmansSon","skillteacher_enable_tvid_huntsmansSon","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/socky/skillteacher.xml"
"M03","socky","trosecko","socky._initAndStart","_initAndStart","False","True","True","2","0","0","xyz","chain","2342.72","2068.25","112.25","","","True","","Barbora/trosecko/socky/haste.xml"
"M03","socky","trosecko","socky.debug_beggarBarbora","debug_beggarBarbora","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/socky/haste.xml"
"M03","socky","trosecko","socky.debug_initAndStart","debug_initAndStart","False","True","True","2","0","0","xyz","chain","2342.72","2068.25","112.25","","","False","","Barbora/trosecko/socky/haste.xml"
"M03","socky","trosecko","socky.endPreviousQuest","endPreviousQuest","False","True","False","1","0","0","none","","","","","","","False","","Barbora/trosecko/socky/haste.xml"
"M03","socky","trosecko","socky.endQuest","endQuest","False","True","True","7","0","0","none","","","","","","","False","","Barbora/trosecko/socky/haste.xml"
"M03","socky","trosecko","socky.teleportBeforeEndPreviousQuest","teleportBeforeEndPreviousQuest","False","False","False","0","1","0","xyz","own","2342.72","2068.25","112.25","","","False","","Barbora/trosecko/socky/haste.xml"
"M03","socky","trosecko","socky.start_skirmish_animCheck","start_skirmish_animCheck","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/socky/hibernable/v_hospode/pytle_a_hadka/treti_faze.xml"
"M05","svatba","trosecko","svatba.01_init","01_init","False","True","True","1","0","0","none","","","","","","","False","","Barbora/trosecko/svatba.xml"
"M05","svatba","trosecko","svatba.08_MichalaDavid","08_MichalaDavid","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/svatba.xml"
"M05","svatba","trosecko","svatba.09_cervenak","09_cervenak","False","True","True","1","0","0","none","","","","","","","False","","Barbora/trosecko/svatba.xml"
"M05","svatba","trosecko","svatba.10_lovci","10_lovci","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/svatba.xml"
"M05","svatba","trosecko","svatba.charisma_boost","charisma_boost","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/svatba.xml"
"M05","svatba","trosecko","svatba.endPreviousQuest","endPreviousQuest","False","True","False","1","0","0","none","","","","","","","False","","Barbora/trosecko/svatba.xml"
"M05","svatba","trosecko","svatba.endQuest","endQuest","False","True","False","10","0","0","none","","","","","","","False","","Barbora/trosecko/svatba.xml"
"M05","svatba","trosecko","svatba.hibernationDone","hibernationDone","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/svatba.xml"
"M05","svatba","trosecko","svatba.npcCountDebug","npcCountDebug","False","False","False","0","1","0","none","","","","","","","False","","Barbora/trosecko/svatba.xml"
"M05","svatba","trosecko","svatba.02_init_blacksmith","02_init_blacksmith","False","True","True","1","1","0","ent","own","","","","ttac_blacksmith","","True","","Barbora/trosecko/svatba/pred_svatbou.xml"
"M05","svatba","trosecko","svatba.03_init_concubine","03_init_concubine","False","True","True","1","1","0","ent","own","","","","tvez_concubine","","True","","Barbora/trosecko/svatba/pred_svatbou.xml"
"M05","svatba","trosecko","svatba.dlg_autoSkip_off","dlg_autoSkip_off","False","False","False","0","1","0","none","","","","","","","False","","Barbora/trosecko/svatba/pred_svatbou.xml"
"M05","svatba","trosecko","svatba.startFaze_1","startFaze_1","False","False","True","0","1","0","none","","","","","","","False","","Barbora/trosecko/svatba/pred_svatbou.xml"
"M05","svatba","trosecko","svatba.startFaze_1_dlg_autoskip_off","startFaze_1_dlg_autoskip_off","False","False","True","0","1","0","none","","","","","","","False","","Barbora/trosecko/svatba/pred_svatbou.xml"
"M05","svatba","trosecko","svatba.cutsceneProfiling_weddingCeremony","cutsceneProfiling_weddingCeremony","False","True","True","1","0","0","none","","","","","","","False","","Barbora/trosecko/svatba/profilovani_cutscen.xml"
"M05","svatba","trosecko","svatba.startCutsceneCeremony","startCutsceneCeremony","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/svatba/hibernovana_cast/cin_m0510t_svatba__wedding_ceremony.xml"
"M05","svatba","trosecko","svatba.nextPhase","nextPhase","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/svatba/hibernovana_cast/faze__objectiv_a_logy.xml"
"M05","svatba","trosecko","svatba.startPhase_2","startPhase_2","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/svatba/hibernovana_cast/faze__objectiv_a_logy.xml"
"M05","svatba","trosecko","svatba.startPhase_3","startPhase_3","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/svatba/hibernovana_cast/faze__objectiv_a_logy.xml"
"M05","svatba","trosecko","svatba.startPhase_4","startPhase_4","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/svatba/hibernovana_cast/faze__objectiv_a_logy.xml"
"M05","svatba","trosecko","svatba.startPhase_5","startPhase_5","False","True","True","1","0","0","none","","","","","","","False","","Barbora/trosecko/svatba/hibernovana_cast/faze__objectiv_a_logy.xml"
"M05","svatba","trosecko","svatba.04_getWine","04_getWine","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/svatba/hibernovana_cast/quest_itemy.xml"
"M05","svatba","trosecko","svatba.06_getSpecialFood","06_getSpecialFood","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/svatba/hibernovana_cast/quest_itemy.xml"
"M05","svatba","trosecko","svatba.05_getFood","05_getFood","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/svatba/hibernovana_cast/chudina/shaneni_jidla.xml"
"M05","svatba","trosecko","svatba.07_getSoup","07_getSoup","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/svatba/hibernovana_cast/ztraceny_lovci/opily_hajny.xml"
"M06","naTroskach","trosecko","naTroskach.01_init","01_init","False","True","True","1","0","0","none","","","","","","","False","","Barbora/trosecko/naTroskach.xml"
"M06","naTroskach","trosecko","naTroskach.07_initCSpoprava","07_initCSpoprava","False","True","True","2","0","0","none","","","","","","","False","","Barbora/trosecko/naTroskach.xml"
"M06","naTroskach","trosecko","naTroskach.09_initOutOfPrison","09_initOutOfPrison","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/naTroskach.xml"
"M06","naTroskach","trosecko","naTroskach.endKorenarkaZachranaQuest","endKorenarkaZachranaQuest","False","True","False","1","0","0","none","","","","","","","False","","Barbora/trosecko/naTroskach.xml"
"M06","naTroskach","trosecko","naTroskach.endPreviousQuest","endPreviousQuest","False","True","False","1","0","0","none","","","","","","","False","","Barbora/trosecko/naTroskach.xml"
"M06","naTroskach","trosecko","naTroskach.endQuest","endQuest","False","True","False","8","0","0","none","","","","","","","False","","Barbora/trosecko/naTroskach.xml"
"M06","naTroskach","trosecko","naTroskach.naTroskach_setDone","naTroskach_setDone","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/naTroskach.xml"
"M06","naTroskach","trosecko","naTroskach.05_hracCetlFelcarovuKnihu","05_hracCetlFelcarovuKnihu","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/naTroskach/hledani_leku.xml"
"M06","naTroskach","trosecko","naTroskach.06_pridatMedicinu","06_pridatMedicinu","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/naTroskach/hledani_leku.xml"
"M06","naTroskach","trosecko","naTroskach.skillteacher_.skillteacher_nikodem_enable","skillteacher_nikodem_enable","True","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/naTroskach/skillteacher_.xml"
"M06","naTroskach","trosecko","naTroskach.08_skipFirst10minutes","08_skipFirst10minutes","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/naTroskach/quest_setting/zastaveni.xml"
"M06","naTroskach","trosecko","naTroskach.03_pytle_donoseny","03_pytle_donoseny","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/naTroskach/hibernovana_cast/na_vnejsim_dvore/noseni_pytlu.xml"
"M06","naTroskach","trosecko","naTroskach.02_pridat_podkovy","02_pridat_podkovy","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/naTroskach/hibernovana_cast/na_vnejsim_dvore/kovar_a_podkovy.xml"
"M06","naTroskach","trosecko","naTroskach.10_VujtekDialogActive","10_VujtekDialogActive","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/naTroskach/hibernovana_cast/na_vnejsim_dvore/vujtek_nenosi_pytle.xml"
"M06","naTroskach","trosecko","naTroskach.11_Vujtek_svatbaSoubojHracVyhral","11_Vujtek_svatbaSoubojHracVyhral","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/naTroskach/hibernovana_cast/na_vnejsim_dvore/vujtek_nenosi_pytle.xml"
"M06","naTroskach","trosecko","naTroskach.04_presun_ruzenec_k_hraci","04_presun_ruzenec_k_hraci","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/naTroskach/hibernovana_cast/na_vnitrnim_dvore/pohyb_questitemu_ruzenec.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum._init","_init","False","True","True","4","0","0","none","","","","","","","False","","Barbora/trosecko/nebakovPruzkum.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.endPreviousQuest","endPreviousQuest","False","True","False","1","0","0","none","","","","","","","False","","Barbora/trosecko/nebakovPruzkum.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.endQuest","endQuest","False","True","False","9","0","0","none","","","","","","","False","","Barbora/trosecko/nebakovPruzkum.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.vypnoutVyhazovani","vypnoutVyhazovani","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/nebakovPruzkum/kdyz_hrac_dorazi_na_nebakov_pred_prijezdem_s_ptackem_nebo_po_questu.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.setOwnerHorse","setOwnerHorse","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/nebakovPruzkum/prijezd_na_nebakov.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.skipToNebakovPolylog","skipToNebakovPolylog","False","True","True","1","0","0","ent","chain","","","","nebakovPruzkum_tagpoint_cutscene_nebakovArrival_playerHorse","","True","","Barbora/trosecko/nebakovPruzkum/prijezd_na_nebakov.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.giveHerynkIfNoHorse","giveHerynkIfNoHorse","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/nebakovPruzkum/hastes.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.naNebakovFastTravel","naNebakovFastTravel","False","True","True","1","0","0","none","","","","","","","False","","Barbora/trosecko/nebakovPruzkum/hastes.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.prepareNebakov","prepareNebakov","False","True","True","1","1","0","ent","own","","","","nebakovPruzkum_tagpoint_cutscene_nebakovArrival_playerHorse","","True","","Barbora/trosecko/nebakovPruzkum/hastes.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.skipToNebakov","skipToNebakov","False","True","True","3","1","0","ent","own","","","","nebakovPruzkum_tagpoint_cutscene_nebakovArrival_playerHorse","","True","","Barbora/trosecko/nebakovPruzkum/hastes.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.streamHorses","streamHorses","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/nebakovPruzkum/hastes.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.skillteacher_cerny_bartos_enable","skillteacher_cerny_bartos_enable","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/nebakovPruzkum/cerny_bartos_skillteacher.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.checkCombatHistoryWithSoldiers","checkCombatHistoryWithSoldiers","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/nebakovPruzkum/na_nebakove/timer_a_ptackova_reakce_na_nasili.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.__completeActiveGateObjective","__completeActiveGateObjective","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/nebakovPruzkum/nebakovpruzkum_konskezavody_utils/CrossCountry_Gate_Objective_GateSpectators.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.dialogNaKonciZavodu","dialogNaKonciZavodu","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/nebakovPruzkum/trosky_a_cesta_na_nebakov/cesta_na_nebakov/na_konci_zavodu.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.toKaplicka","toKaplicka","False","True","True","1","0","0","none","","","","","","","False","","Barbora/trosecko/nebakovPruzkum/trosky_a_cesta_na_nebakov/cesta_na_nebakov/na_konci_zavodu.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.__makeRidersFinish","__makeRidersFinish","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/nebakovPruzkum/nebakovpruzkum_konskezavody_utils/CrossCountryContest/NpcRidersControl.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.endRidersRelaxTimer","endRidersRelaxTimer","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/nebakovPruzkum/nebakovpruzkum_konskezavody_utils/CrossCountryContest/NpcRidersControl.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.__completeFinishGateObjective","__completeFinishGateObjective","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/nebakovPruzkum/nebakovpruzkum_konskezavody_utils/CrossCountryContest/CrossCountry_FinishGate_Objective.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.duel","duel","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/nebakovPruzkum/na_nebakove/jindra_na_nebakove/kapitan_strazi_a_obchuzka/intro_a_duel.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.testZavodStart","testZavodStart","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/nebakovPruzkum/na_nebakove/jindra_na_nebakove/kone_objective_a_zavod/zavod_na_konich.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.sex","sex","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/nebakovPruzkum/na_nebakove/jindra_na_nebakove/raneni_a_devecka/sex_a_potom.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.davajKytky","davajKytky","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/nebakovPruzkum/na_nebakove/jindra_na_nebakove/raneni_a_devecka/sber_bylin_a_odevzdani/haste_give_kytky_.xml"
"M07","nebakovPruzkum","trosecko","nebakovPruzkum.streleckaSoutez","streleckaSoutez","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/nebakovPruzkum/na_nebakove/jindra_na_nebakove/objective_prozkoumej_tvrz/strelivo_a_strelne_zbrane/strelecka_soutez.xml"
"M08","mucirna","trosecko","mucirna._initWithoutCutscene","_initWithoutCutscene","False","False","True","0","0","0","none","","","","","","","False","","Barbora/trosecko/mucirna/haste_init.xml"
"M08","mucirna","trosecko","mucirna.01_initAndStart","01_initAndStart","False","True","True","1","0","0","none","","","","","","","False","","Barbora/trosecko/mucirna/haste_init.xml"
"M08","mucirna","trosecko","mucirna.01a_initAndStart_henryDoesntWantToTorture","01a_initAndStart_henryDoesntWantToTorture","False","True","False","2","0","0","none","","","","","","","False","","Barbora/trosecko/mucirna/haste_init.xml"
"M08","mucirna","trosecko","mucirna.01b_initAndStart_henryWantsToTortureALittle","01b_initAndStart_henryWantsToTortureALittle","False","True","False","2","0","0","none","","","","","","","False","","Barbora/trosecko/mucirna/haste_init.xml"
"M08","mucirna","trosecko","mucirna.01c_initAndStart_henryWantsToTorture","01c_initAndStart_henryWantsToTorture","False","True","False","2","0","0","none","","","","","","","False","","Barbora/trosecko/mucirna/haste_init.xml"
"M08","mucirna","trosecko","mucirna.endPreviousQuest","endPreviousQuest","False","True","False","1","0","0","none","","","","","","","False","","Barbora/trosecko/mucirna/haste_init.xml"
"M08","mucirna","trosecko","mucirna.endQuest","endQuest","False","True","False","7","0","0","none","","","","","","","False","","Barbora/trosecko/mucirna/haste_init.xml"
