"code","quest","objective","drivingNode","trigger","ports","otherTargets","prereqs","consoleCommands","positional","nestedHaste","clean","file"
"M02","zachrana","zkontroluj_bozenu","promluvSBozenou","","","","","","False","0","False",""
"M02","zachrana","log","logAboutSeekers","","","","","","False","0","False",""
"M03","socky","zjisti_jak_se_dostat_k_bergovovi","zjistiJakSeDostatNaHrad","","","","","","False","0","False",""
"M03","socky","umyj_se_u_kade","umyjSe","","","","","","False","0","False",""
"M03","socky","promluv_si_s_zenou_od_rybnika","promluvSiSKaterinou","","","","","","False","0","False",""
"M03","socky","zjisti_vic_o_seminove_svatbe","zjistiVicOSvatbe","","","","","","False","0","False",""
"M03","socky","rekni_ptackovi_o_praci","rekniPtackoviOPraci","","","","","","False","0","False",""
"M03","socky","nos_pytle_05","sackcarrying","","","","","","False","0","False",""
"M03","socky","vrat_se_za_ptackem","vratSeZaPtackem","","","","","","False","0","False",""
"M03","socky","bran_ptacka","branPtacka","","","","","","False","0","False",""
"M05","svatba","najdi_cestu_na_svatbu","wayToWedding","","","","","","False","0","False",""
"M05","svatba","dostan_se_na_svatbu_za_pomoci_kovare","BlacksmihtLine","","","","","","False","0","False",""
"M05","svatba","dostan_se_na_svatbu_za_pomoci_mlynare","MillerLine","","","","","","False","0","False",""
"M05","svatba","pockej_na_bergova","waitForBergov","","","","","","False","0","False",""
"M05","svatba","promluv_si_s_rychtarovym_synem","talkToBailiffSon","","","","","","False","0","False",""
"M05","svatba","sbal_holku","hitOnTheGirl","","","","","","False","0","False",""
"M05","svatba","poraz_urazeneho_protivnika","duelWithVujtek","","","","","","False","0","False",""
"M05","svatba","promluv_si_s_myskou_o_samote","speakWithMyska","","","","","","False","0","False",""
"M05","svatba","promluv_si_s_rychtarovym_synem_znovu","talkWithBailiffSonAgain","","","","","","False","0","False",""
"M05","svatba","promluv_si_s_panem_seminem","talkToSemin","","","","","","False","0","False",""
"M05","svatba","promluv_si_s_moravaky","speakWithMoravians","","","","","","False","0","False",""
"M05","svatba","sezen_piti_pro_moravaky","getTheBooze","","","","","","False","0","False",""
"M05","svatba","promluv_si_se_straznym_u_brany","state5","","","","","","False","0","False",""
"M05","svatba","sezen_jidlo_pro_chude","foodForPoor","","","","","","False","0","False",""
"M05","svatba","posbirej_jidlo_ze_stolu","foodCount","","","","","","False","0","False",""
"M05","svatba","najdi_mec_pro_seminova_syna","findSword","","","","","","False","0","False",""
"M05","svatba","dones_mec_kovari","bringSowrdToBlacksmith","","","","","","False","0","False",""
"M05","svatba","najdi_konkubinu","findConcubine","","","","","","False","0","False",""
"M05","svatba","vrat_se_za_komorim","speakWithChamberlain","","","","","","False","0","False",""
"M05","svatba","poblahoprej_novomanzelum","afterCeremony","","","","","","False","0","False",""
"M05","svatba","bran_se","brawl","","","","","","False","0","False",""
"M05","svatba","promluv_si_s_hajnym","speakWithHuntsman","","","","","","False","0","False",""
"M05","svatba","pohlidej_hajneho_aby_se_neopil","guardHuntsman","","","","","","False","0","False",""
"M05","svatba","najdi_hajneho","findHuntsman","","","","","","False","0","False",""
"M05","svatba","pomoz_hajnemu_na_nohy","helpHuntsman","","","","","","False","0","False",""
"M05","svatba","promluv_si_s_hajneho_zenou","TellHisWife","","","","","","False","0","False",""
"M05","svatba","vyzvi_mladeho_semina_na_souboj","withYoungSemin","","","","","","False","0","False",""
"M05","svatba","vyzvi_hejtmana_suka_na_souboj","withSuk","","","","","","False","0","False",""
"M05","svatba","vyzvi_rychtarova_syna_na_souboj","withBailifsSon","","","","","","False","0","False",""
"M05","svatba","vyzvi_pana_semina_na_souboj","withOldSemin","","","","","","False","0","False",""
"M05","svatba","vyzvi_doubravku_k_tanci","danceWithBadDancer","","","","","","False","0","False",""
"M05","svatba","ziskej_odznacek_od_lekarnika","withEmerich","","","","","","False","0","False",""
"M05","svatba","ziskej_odznacek_od_kovare","letsPlayBlacksmith","","","","","","False","0","False",""
"M05","svatba","ziskej_odznacek_od_komoriho","letsPlayChamberlain","","","","","","False","0","False",""
"M05","svatba","vyzvi_a_poraz_rychtare_v_kostkach","letsPlayDrozd","","","","","","False","0","False",""
"M05","svatba","vyhraj_zlaty_odznacek_nad_hostinskou","letsPlayInnkeeper","","","","","","False","0","False",""
"M05","svatba","najdi_mladika_ve_zlutm","manInYellow","","","","","","False","0","False",""
"M06","naTroskach","zachran_pana_ptacka_pred_popravou","zachran_pana_ptacka_pred_popravou","naTroskach.09_initOutOfPrison","zachran_pana_ptacka_pred_popravou.SetActive","haste09Probehl.SetTrue|State;najdi_hejtmana_tomase.SetActive|State;naTroskach.SetActive|State;NPCs_TeleportIngame.teleport|NPCs_TeleportIngame;Output.stream_ptacek|Output;probuzeni.haste_outofprison|probuzeni","","","False","0","False","Barbora/trosecko/naTroskach.xml"
"M06","naTroskach","dostan_se_k_tomasovi","najdi_hejtmana_tomase","naTroskach.09_initOutOfPrison","najdi_hejtmana_tomase.SetActive","haste09Probehl.SetTrue|State;naTroskach.SetActive|State;NPCs_TeleportIngame.teleport|NPCs_TeleportIngame;Output.stream_ptacek|Output;probuzeni.haste_outofprison|probuzeni;zachran_pana_ptacka_pred_popravou.SetActive|State","","","False","0","False","Barbora/trosecko/naTroskach.xml"
"M06","naTroskach","nanos_pytle_do_pristresku_na_uhli","sackcarrying","","","","","","False","0","False",""
"M06","naTroskach","odemkni_fance_truhlici_s_korenim","state1","","","","","","False","0","False",""
"M06","naTroskach","pomoz_koldovi_se_sekerou","ber_koldovu_sekeru","","","","","","False","0","False",""
"M06","naTroskach","sezen_kabatovi_ruzenec","sezen_kabatovi_ruzenec","","","","","","False","0","False",""
"M06","naTroskach","zjisti_jaky_lek_podat_hejtmanu_tomasovi","figureOutTheMedicine","","","","","","False","0","False",""
"M06","naTroskach","obstarej_tonicum_proti_horecce","acquireTheMedicine","","","","","","False","0","False",""
"M06","naTroskach","dones_lek_zpatky_tomasovi","bringMedicineToTomas","","","","","","False","0","False",""
"M06","naTroskach","obstarej_kovarovi_podkovu","prines_kovari_podkovy","","","","","","False","0","False",""
"M06","naTroskach","dones_koldovi_nabrousenou_sekeru","nabrus_koldovi_sekeru","","","","","","False","0","False",""
"M06","naTroskach","promluv_si_s_kovarem","promluv_si_s_kovarem","","","","","","False","0","False",""
"M06","naTroskach","sezen_panu_komorimu_odvar_na_zaludek","uplnaDiagnozaObj","","","","","","False","0","False",""
"M06","naTroskach","sezen_panu_komorimu_neco_na_zaludek","castecnaDiagnozaObj","","","","","","False","0","False",""
"M06","naTroskach","najdi_si_praci_kolem_sibenice","state52","","","","","","False","0","False",""
"M06","naTroskach","dones_podkovu_kabatovi","state13","","","","","","False","0","False",""
"M07","nebakovPruzkum","nasleduj_komoriho","nasledujKomoriho","","","","","","False","0","False",""
"M07","nebakovPruzkum","vezmi_si_sve_vybaveni","prozkoumejTruhlu","","","","","","False","0","False",""
"M07","nebakovPruzkum","setkej_se_s_janem_ptackem","","","","","","","False","0","False",""
"M07","nebakovPruzkum","promluv_s_pacholkem_ve_staji","promluvSpodkonim","","","","","","False","0","False",""
"M07","nebakovPruzkum","doprovod_jana_ptacka_na_nebakov","doprovPtackaNaNebakov","","","","","","False","0","False",""
"M07","nebakovPruzkum","zavod_s_janem_ptackem","zavodPtacek","","","","","","False","0","False",""
"M07","nebakovPruzkum","prozkoumej_tvrz","podezdreni","","","","","","False","0","False",""
"M07","nebakovPruzkum","zjisti_vic_o_nebakovskych_konich","zjistovaniKone","","","","","","False","0","False",""
"M07","nebakovPruzkum","pockej_az_ptacek_dokonci_jednani","waitForPtacek","","","","","","False","0","False",""
"M07","nebakovPruzkum","doprovod_jana_ptacka_zpet_na_trosky","doprovodPtackaNaTrosky","","","","","","False","0","False",""
"M07","nebakovPruzkum","setkej_se_s_janem_ptackem_na_troskach","setkaniNaTroskach","","","","","","False","0","False",""
"M07","nebakovPruzkum","doprovod_klaru_pri_vychazce","nasledujKlaru","","","","","","False","0","False",""
"M07","nebakovPruzkum","promluv_si_s_klarou","promluvSKlarou","","","","","","False","0","False",""
"M07","nebakovPruzkum","zjisti_klarino_tajemstvi","klaraOdmena","","","","","","False","0","False",""
"M07","nebakovPruzkum","poraz_hertla_v_zavode","porazHertla","","","","","","False","0","False",""
"M07","nebakovPruzkum","dojed_k_sypce_u_nebakovskeho_mlyna","CrossCountry_Gate_Objective_GateSpectators","","","","","","False","0","False",""
"M07","nebakovPruzkum","dojed_zpatky_na_nebakov","CrossCountryContest","","","","","","False","0","False",""
"M07","nebakovPruzkum","vyzvedni_si_u_pelcla_vyhru","reward","","","","","","False","0","False",""
"M07","nebakovPruzkum","spolecne_s_ptackem_oznam_panu_bergovovi_vas_navrat","report","","","","","","False","0","False",""
"M07","nebakovPruzkum","sezen_mesicek_pro_klaru","sbirani_kvetin_2","","","","","","False","0","False",""
"M07","nebakovPruzkum","dones_klare_byliny_new","prinesByliny","","","","","","False","0","False",""
"M07","nebakovPruzkum","seznam_se_s_pobocnikem_michalem","seznameniKapitana","","","","","","False","0","False",""
"M07","nebakovPruzkum","pomer_se_s_michalem_ve_zbrani","bojMichal","","","","","","False","0","False",""
"M07","nebakovPruzkum","sezen_vlci_mak_pro_klaru","sbirani_kvetin_1","","","","","","False","0","False",""
"M07","nebakovPruzkum","sezen_salvej_pro_klaru","sbirani_kvetin","","","","","","False","0","False",""
"M07","nebakovPruzkum","promluv_s_michalem_o_vysledku_souboje","promluvSMichalemPoSouboji","","","","","","False","0","False",""
"M07","nebakovPruzkum","opatri_si_nekde_vlastniho_kone","ziskejKone","","","","","","False","0","False",""
"M08","mucirna","mucirna_a","defaultTortureLog_objective","","","","","","False","0","False",""
"M08","mucirna","promluv_si_s_ptackem","talkToCapon_objective","","","","","","False","0","False",""
"M08","mucirna","vyslechni_s_ptackem_zajatce_v_mucirne","torture_objective","","","","","","False","0","False",""
"M08","mucirna","sdel_bergovovi_vysledek_vyslechu","returnToBergov_objective","","","","","","False","0","False",""
"M08","mucirna","pockej_na_podvecer_nez_hasek_pripravi_svoje_muze","waitForSoldiers_objective","","","","","","False","0","False",""
"M08","mucirna","promluv_si_s_ptackem_kvuli_seminu","talkToCaponAboutSeminRaid_objective","","","","","","False","0","False",""
"M08","mucirna","dozen_vypravu_mirici_na_semin","reachRaidParty_objective","","","","","","False","0","False",""
"M08","mucirna","jed_s_vojaky_a_ptackem_na_semin","rideToSemin_objective","mucirna._activateRideToSeminObjective","rideToSemin_objective.SetActive","","","","False","0","True","Barbora/trosecko/mucirna/hibernation/cesta_na_semin/tour_na_semin.xml"
"M08","mucirna","poraz_semina_a_jeho_muze","pozabijejSeminske","","","","","","False","0","False",""
"M08","mucirna","pozabijej_vojaky","killSoldiers","","","","","","False","0","False",""
"M08","mucirna","promluv_si_s_purkrabim","","","","","","","False","0","False",""
"M08","mucirna","promluv_si_se_seminem","promluvSeSeminemSr","","","","","","False","0","False",""
"M08","mucirna","prohledej_tvrz_a_najdi_oldricha","najdiSeminaJr","","","","","","False","0","False",""
"M08","mucirna","poraz_haska_v_duelu","zabHaska","","","","","","False","0","False",""
"M08","mucirna","zbav_se_haskovych_muzu","pobijVojaky","","","","","","False","0","False",""
"M08","mucirna","podej_rano_zpravu_bergovovi","dejReportBergovovi","","","","","","False","0","False",""
"M08","mucirna","pockej_az_se_ptacek_vrati_ze_semina_a_promluv_si_s_nim","talkToPtacek_objective","","","","","","False","0","False",""
"M09","utokNaNebakov","promluv_si_vecer_s_ptackem","talkWithCapon","","","","","","False","0","False",""
"M09","utokNaNebakov","hoduj_a_uzivej_si_zivota","drinkEatHaveFun","","","","","","False","0","False",""
"M09","utokNaNebakov","dobre_se_vyspi","goToSleep","","","","","","False","0","False",""
"M09","utokNaNebakov","zajdi_za_ptackem","talkToCapon","","","","","","False","0","False",""
"M09","utokNaNebakov","prines_florianuv_prsten","getFridusRing","","","","","","False","0","False",""
"M09","utokNaNebakov","proved_intriku_s_prstenem","giveRingToAdleta","","","","","","False","0","False",""
"M09","utokNaNebakov","ziskej_odmenu_od_palecka","goBackToPalecek","","","","","","False","0","False",""
"M09","utokNaNebakov","zajdi_do_kuchyne_pro_vino","getWine","utokNaNebakov.give_wineForCapon","getWine.SetDone","Output.jindra_dostal_vino|Output","","","False","0","False","Barbora/trosecko/utokNaNebakov/hibernovana_gameplay/na_troskach/v_kuchyni.xml"
"M09","utokNaNebakov","zajdi_pro_vyzbroj","goGetEquipment","","","","","","False","0","False",""
"M09","utokNaNebakov","vezmi_zbroj_z_truhly","pickUpEquipment","","","","","","False","0","False",""
"M09","utokNaNebakov","otevri_bednu_s_jablky","unlockChest","","","","","","False","0","False",""
"M09","utokNaNebakov","predej_vino_a_zbroj_ptackovi","bringWineAndArmorToCapon","","","","","","False","0","False",""
"M09","utokNaNebakov","vyjed_do_bitvy","toBattle","","","","","","False","0","False",""
"M09","utokNaNebakov","jdi_za_ptackem","gobackToCapon","","","","","","False","0","False",""
"M09","utokNaNebakov","jdi_s_ptackem_dolu_k_mlynu","saveWithCapon","","","","","","False","0","False",""
"M09","utokNaNebakov","bran_komoriho","saveKomori","","","","","","False","0","False",""
"M09","utokNaNebakov","projdi_kolem_zaseku","findWayOut","","","","","","False","0","False",""
"M09","utokNaNebakov","prezij_souboj","winDuel","","","","","","False","0","False",""
"M09","utokNaNebakov","ziskej_zpet_vino_pro_ptacka","getBackWine","","","","","","False","0","False",""
"M09","utokNaNebakov","ziskej_zpet_florianuv_prsten","getFridusRingBack","","","","","","False","0","False",""
"M10","bohutovaVlozka","promluv_si_s_uprchliky_ze_mlyna","talkToFugitives_objective","","","","","","False","0","False",""
"M10","bohutovaVlozka","promluv_si_s_rybarem","talkToTheFisherman_objective","","","","","","False","0","False",""
"M10","bohutovaVlozka","jed_na_misto_prepadeni_u_nebakovskeho_mlyna","bohutaTravelsToErikState_objective","","","","","","False","0","False",""
"M10","bohutovaVlozka","poraz_lapky","defeatBandits_objective","","","","","","False","0","False",""
"M10","bohutovaVlozka","promluv_si_s_erikem","talkToErikAfterFight_objective","","","","","","False","0","False",""
"M10","bohutovaVlozka","nasedni_na_sveho_kone","bohutaHorseMounting_objective","","","","","","False","0","False",""
"M10","bohutovaVlozka","jed_s_erikem_na_nebakov","followErikToNebakov_objective","","","","","","False","0","False",""
"M10","bohutovaVlozka","zjisti_informace_o_zajatcich","findOutAboutCaptives_objective","","","","","","False","0","False",""
"M10","bohutovaVlozka","poraz_povstalce_a_ubran_nebakov","defendNebakov_objective","","","","","","False","0","False",""
"M10","bohutovaVlozka","promluv_si_s_hejtmanem","talkToZizka_objective","","","","","","False","0","False",""
"M10","bohutovaVlozka","zkus_od_pisty_zjistit_vic_informaci","insultPista_objective","","","","","","False","0","False",""
"M10","bohutovaVlozka","promluv_si_s_hejtmanem_a_bohutou_o_dalsich_planech","talkToEveryone_objective","","","","","","False","0","False",""
"M11","nebakovObrana","jdi_s_bohutou","jitPohrbivat","","","","","","False","0","False",""
"M11","nebakovObrana","pochovej_mrtve","samotnePohrbivani","","","","","","False","0","False",""
"M11","nebakovObrana","promluv_si_s_bohutou","poPohrbivani","","","","","","False","0","False",""
"M11","nebakovObrana","zajdi_za_bohutou_do_prikopu","goToTutorial","","","","","","False","0","False",""
"M11","nebakovObrana","nauc_se_strilet_z_pusky","tutorialStrelby","","","","","","False","0","False",""
"M11","nebakovObrana","zkus_si_ziskat_nove_spojence","novaSpojenectviState","","","","","","False","0","False",""
"M11","nebakovObrana","naloz_pytle_na_vuz","sackcarrying","","","","","","False","0","False",""
"M11","nebakovObrana","nabidni_klare_pomoc","henryOfferedHealing","","","","","","False","0","False",""
"M11","nebakovObrana","pomoz_ranenym","zajdiZaKlarouObjective","","","","","","False","0","False",""
"M11","nebakovObrana","osetri_marka","healingState_marek","","","","","","False","0","False",""
"M11","nebakovObrana","osetri_cverka","healingState_cverk","","","","","","False","0","False",""
"M11","nebakovObrana","osetri_mikese","","","","","","","False","0","False",""
"M11","nebakovObrana","osetri_kozlika","healingState_kozlik","","","","","","False","0","False",""
"M11","nebakovObrana","vrat_se_za_klarou","vratSeZaKlarouState","","","","","","False","0","False",""
"M11","nebakovObrana","sezen_pro_pelcla_podkovy","helpPelcl","","","","","","False","0","False",""
"M11","nebakovObrana","pomoz_bejkovi_v_kovarne","helpBejk","","","","","","False","0","False",""
"M11","nebakovObrana","zahrej_si_kostky_s_ptackem","","","","","","","False","0","False",""
"M11","nebakovObrana","jdi_spat_do_srubu","goSleep","","","","","","False","0","False",""
"M11","nebakovObrana","poplach_jdi_na_hradby","","","","","","","False","0","False",""
"M11","nebakovObrana","bran_hrad","objectiveUbranTvrtz","","","","","","False","0","False",""
"M11","nebakovObrana","shod_zebriky","attackWithLaddersObjective","","","","","","False","0","False",""
"M11","nebakovObrana","odraz_utok_na_branu","defendGateObjective","nebakovObrana.bitva_7_branaOdrazeno","defendGateObjective.SetDone","","","","False","0","True","Barbora/trosecko/nebakovObrana/bitva_o_tvrz_nebakov/utok_na_branu.xml"
"M11","nebakovObrana","promluv_s_zizkou","TalkToZizkaObjective","","","","","","False","0","False",""
"M11","nebakovObrana","odraz_zalozni_utok","ambushState","","","","","","False","0","False",""
"M11","nebakovObrana","pomoz_bohutovi_na_nadvori","lastStandState","","","","","","False","0","False",""
"M11","nebakovObrana","shod_zebrik_1","","","","","","","False","0","False",""
"M12","vezniNaTroskach","podivej_se_po_rozkazech_v_pisarovych_komnatach","prohledej_pisarovu_komnatu","","","","","","False","0","False",""
"M12","vezniNaTroskach","podivej_se_po_rozkazech_v_pistovych_komnatach","prohledej_pistovu_komnatu","","","","","","False","0","False",""
"M12","vezniNaTroskach","vem_si_zpet_svoje_zabavene_veci","najdi_svoje_veci_budou_se_ti_hodit","","","","","","False","0","False",""
"M12","vezniNaTroskach","zabij_pistu","zabij_pistu","","","","","","False","0","False",""
"M12","vezniNaTroskach","podivej_se_po_zikmundovych_rozkazech_v_bergovovych_komnatach_na_panne","najdi_rozkazy_na_panne","","","","","","False","0","False",""
"M12","vezniNaTroskach","promluv_s_bohutou_o_odchodu","promluv_s_bohutou_odchod","","","","","","False","0","False",""
"M12","vezniNaTroskach","odemkni_dvere_do_tajne_chodby","","","","","","","False","0","False",""
"M12","vezniNaTroskach","doprovod_zizku_katerinu_a_bohutu_na_konec_chodby","dojdi_na_konec_chodby","vezniNaTroskach.startApolenaGameplay","dojdi_na_konec_chodby.SetDone","","","","False","0","True","Barbora/trosecko/vezniNaTroskach/hibernable/tajna_chodba/objective_dojdi_na_konec_chodby.xml"
"M12","vezniNaTroskach","nasleduj_bohutu_dolu_do_chodby","nasledujBohutu","","","","","","False","0","False",""
"M12","vezniNaTroskach","najdi_klice_od_hradu","najdi_klice","","","","","","False","0","False",""
"M12","vezniNaTroskach","setkej_se_s_mikou_v_opustenem_tabore","campObj","","","","","","False","0","False",""
"M12","vezniNaTroskach","rozvaz_svazaneho_miku","untieMikaObj","","","","","","False","0","False",""
"M12","vezniNaTroskach","jdi_na_jih_k_dvojte_skale_s_rozbitym_vozem","secondApolenaObj","","","","","","False","0","False",""
"M12","vezniNaTroskach","projdi_mezi_skalami_do_kopce","thirdApolenaObj","","","","","","False","0","False",""
"M12","vezniNaTroskach","pokracuj_na_jih_az_na_konec_apoleny","lastApolenaObj","","","","","","False","0","False",""
"M30","posledniPomazani","jdi_po_schodech_na_predni_hradby","bitevniCast","","","","","","False","0","False",""
"M30","posledniPomazani","bran_predni_hradby","bitevniCast","","","","","","False","0","False",""
"M30","posledniPomazani","pomoz_na_nadvori_s_obranou_brany","bitevniCast","","","","","","False","0","False",""
"M30","posledniPomazani","nasleduj_velitele_na_bocni_hradbu","bitevniCast","","","","","","False","0","False",""
"M30","posledniPomazani","shod_zebrik","bitevniCast","","","","","","False","0","False",""
"M30","posledniPomazani","zbav_se_vsech_nepratel_na_hradbe","bitevniCast","","","","","","False","0","False",""
